"ZIP
code [1]",Size of adjusted gross income,,,,,
12062,"$75,000 under $100,000",,,,,
12062,"$100,000 under $200,000",,,,,
12062,"$200,000 or more",,,,,
,,,,,,
12063,,,,,,
12063,"$1 under $25,000",,,,,
12063,"$25,000 under $50,000",,,,,
12063,"$50,000 under $75,000",,,,,
12063,"$75,000 under $100,000",,,,,
12063,"$100,000 under $200,000",,,,,
12063,"$200,000 or more",,,,,
,,,,,,
12064,,,,,,
12064,"$1 under $25,000",,,,,
12064,"$25,000 under $50,000",,,,,
12064,"$50,000 under $75,000",,,,,
12064,"$75,000 under $100,000",,,,,
12064,"$100,000 under $200,000",,,,,
12064,"$200,000 or more",,,,,
,,,,,,
12065,,,,,,
12065,"$1 under $25,000",,,,,
12065,"$25,000 under $50,000",,,,,
12065,"$50,000 under $75,000",,,,,
12065,"$75,000 under $100,000",,,,,
12065,"$100,000 under $200,000",,,,,
12065,"$200,000 or more",,,,,
,,,,,,
12066,,,,,,
12066,"$1 under $25,000",,,,,
12066,"$25,000 under $50,000",,,,,
12066,"$50,000 under $75,000",,,,,
12066,"$75,000 under $100,000",,,,,
12066,"$100,000 under $200,000",,,,,
12066,"$200,000 or more",,,,,
,,,,,,
12067,,,,,,
12067,"$1 under $25,000",,,,,
12067,"$25,000 under $50,000",,,,,
12067,"$50,000 under $75,000",,,,,
12067,"$75,000 under $100,000",,,,,
12067,"$100,000 under $200,000",,,,,
12067,"$200,000 or more",,,,,
,,,,,,
12068,,,,,,
12068,"$1 under $25,000",,,,,
12068,"$25,000 under $50,000",,,,,
12068,"$50,000 under $75,000",,,,,
12068,"$75,000 under $100,000",,,,,
12068,"$100,000 under $200,000",,,,,
12068,"$200,000 or more",,,,,
,,,,,,
12070,,,,,,
12070,"$1 under $25,000",,,,,
12070,"$25,000 under $50,000",,,,,
12070,"$50,000 under $75,000",,,,,
12070,"$75,000 under $100,000",,,,,
12070,"$100,000 under $200,000",,,,,
12070,"$200,000 or more",,,,,
,,,,,,
12071,,,,,,
12071,"$1 under $25,000",,,,,
12071,"$25,000 under $50,000",,,,,
12071,"$50,000 under $75,000",,,,,
12071,"$75,000 under $100,000",,,,,
12071,"$100,000 under $200,000",,,,,
12071,"$200,000 or more",,,,,
,,,,,,
12072,,,,,,
12072,"$1 under $25,000",,,,,
12072,"$25,000 under $50,000",,,,,
12072,"$50,000 under $75,000",,,,,
12072,"$75,000 under $100,000",,,,,
12072,"$100,000 under $200,000",,,,,
12072,"$200,000 or more",,,,,
,,,,,,
12074,,,,,,
12074,"$1 under $25,000",,,,,
12074,"$25,000 under $50,000",,,,,
12074,"$50,000 under $75,000",,,,,
12074,"$75,000 under $100,000",,,,,
12074,"$100,000 under $200,000",,,,,
12074,"$200,000 or more",,,,,
,,,,,,
12075,,,,,,
12075,"$1 under $25,000",,,,,
12075,"$25,000 under $50,000",,,,,
12075,"$50,000 under $75,000",,,,,
12075,"$75,000 under $100,000",,,,,
12075,"$100,000 under $200,000",,,,,
12075,"$200,000 or more",,,,,
,,,,,,
12076,,,,,,
12076,"$1 under $25,000",,,,,
12076,"$25,000 under $50,000",,,,,
12076,"$50,000 under $75,000",,,,,
12076,"$75,000 under $100,000",,,,,
12076,"$100,000 under $200,000",,,,,
12076,"$200,000 or more",,,,,
,,,,,,
12077,,,,,,
12077,"$1 under $25,000",,,,,
12077,"$25,000 under $50,000",,,,,
12077,"$50,000 under $75,000",,,,,
12077,"$75,000 under $100,000",,,,,
12077,"$100,000 under $200,000",,,,,
12077,"$200,000 or more",,,,,
,,,,,,
12078,,,,,,
12078,"$1 under $25,000",,,,,
12078,"$25,000 under $50,000",,,,,
12078,"$50,000 under $75,000",,,,,
12078,"$75,000 under $100,000",,,,,
12078,"$100,000 under $200,000",,,,,
12078,"$200,000 or more",,,,,
,,,,,,
12083,,,,,,
12083,"$1 under $25,000",,,,,
12083,"$25,000 under $50,000",,,,,
12083,"$50,000 under $75,000",,,,,
12083,"$75,000 under $100,000",,,,,
12083,"$100,000 under $200,000",,,,,
12083,"$200,000 or more",,,,,
,,,,,,
12084,,,,,,
12084,"$1 under $25,000",,,,,
12084,"$25,000 under $50,000",,,,,
12084,"$50,000 under $75,000",,,,,
12084,"$75,000 under $100,000",,,,,
12084,"$100,000 under $200,000",,,,,
12084,"$200,000 or more",,,,,
,,,,,,
12085,,,,,,
12085,"$1 under $25,000",,,,,
12085,"$25,000 under $50,000",,,,,
12085,"$50,000 under $75,000",,,,,
12085,"$75,000 under $100,000",,,,,
12085,"$100,000 under $200,000",,,,,
12085,"$200,000 or more",,,,,
,,,,,,
12086,,,,,,
12086,"$1 under $25,000",,,,,
12086,"$25,000 under $50,000",,,,,
12086,"$50,000 under $75,000",,,,,
12086,"$75,000 under $100,000",,,,,
12086,"$100,000 under $200,000",,,,,
12086,"$200,000 or more",,,,,
,,,,,,
12087,,,,,,
12087,"$1 under $25,000",,,,,
12087,"$25,000 under $50,000",,,,,
12087,"$50,000 under $75,000",,,,,
12087,"$75,000 under $100,000",,,,,
12087,"$100,000 under $200,000",,,,,
12087,"$200,000 or more",,,,,
,,,,,,
12090,,,,,,
12090,"$1 under $25,000",,,,,
12090,"$25,000 under $50,000",,,,,
12090,"$50,000 under $75,000",,,,,
12090,"$75,000 under $100,000",,,,,
12090,"$100,000 under $200,000",,,,,
12090,"$200,000 or more",,,,,
,,,,,,
12092,,,,,,
12092,"$1 under $25,000",,,,,
12092,"$25,000 under $50,000",,,,,
12092,"$50,000 under $75,000",,,,,
12092,"$75,000 under $100,000",,,,,
12092,"$100,000 under $200,000",,,,,
12092,"$200,000 or more",,,,,
,,,,,,
12093,,,,,,
12093,"$1 under $25,000",,,,,
12093,"$25,000 under $50,000",,,,,
12093,"$50,000 under $75,000",,,,,
12093,"$75,000 under $100,000",,,,,
12093,"$100,000 under $200,000",,,,,
12093,"$200,000 or more",,,,,
,,,,,,
12094,,,,,,
12094,"$1 under $25,000",,,,,
12094,"$25,000 under $50,000",,,,,
12094,"$50,000 under $75,000",,,,,
12094,"$75,000 under $100,000",,,,,
12094,"$100,000 under $200,000",,,,,
12094,"$200,000 or more",,,,,
,,,,,,
12095,,,,,,
12095,"$1 under $25,000",,,,,
12095,"$25,000 under $50,000",,,,,
12095,"$50,000 under $75,000",,,,,
12095,"$75,000 under $100,000",,,,,
12095,"$100,000 under $200,000",,,,,
12095,"$200,000 or more",,,,,
,,,,,,
12106,,,,,,
12106,"$1 under $25,000",,,,,
12106,"$25,000 under $50,000",,,,,
12106,"$50,000 under $75,000",,,,,
12106,"$75,000 under $100,000",,,,,
12106,"$100,000 under $200,000",,,,,
12106,"$200,000 or more",,,,,
,,,,,,
12108,,,,,,
12108,"$1 under $25,000",,,,,
12108,"$25,000 under $50,000",,,,,
12108,"$50,000 under $75,000",,,,,
12108,"$75,000 under $100,000",,,,,
12108,"$100,000 under $200,000",,,,,
12108,"$200,000 or more",,,,,
,,,,,,
12110,,,,,,
12110,"$1 under $25,000",,,,,
12110,"$25,000 under $50,000",,,,,
12110,"$50,000 under $75,000",,,,,
12110,"$75,000 under $100,000",,,,,
12110,"$100,000 under $200,000",,,,,
12110,"$200,000 or more",,,,,
,,,,,,
12116,,,,,,
12116,"$1 under $25,000",,,,,
12116,"$25,000 under $50,000",,,,,
12116,"$50,000 under $75,000",,,,,
12116,"$75,000 under $100,000",,,,,
12116,"$100,000 under $200,000",,,,,
12116,"$200,000 or more",,,,,
,,,,,,
12117,,,,,,
12117,"$1 under $25,000",,,,,
12117,"$25,000 under $50,000",,,,,
12117,"$50,000 under $75,000",,,,,
12117,"$75,000 under $100,000",,,,,
12117,"$100,000 under $200,000",,,,,
12117,"$200,000 or more",,,,,
,,,,,,
12118,,,,,,
12118,"$1 under $25,000",,,,,
12118,"$25,000 under $50,000",,,,,
12118,"$50,000 under $75,000",,,,,
12118,"$75,000 under $100,000",,,,,
12118,"$100,000 under $200,000",,,,,
12118,"$200,000 or more",,,,,
,,,,,,
12120,,,,,,
12120,"$1 under $25,000",,,,,
12120,"$25,000 under $50,000",,,,,
12120,"$50,000 under $75,000",,,,,
12120,"$75,000 under $100,000",,,,,
12120,"$100,000 under $200,000",,,,,
12120,"$200,000 or more",,,,,
,,,,,,
12121,,,,,,
12121,"$1 under $25,000",,,,,
12121,"$25,000 under $50,000",,,,,
12121,"$50,000 under $75,000",,,,,
12121,"$75,000 under $100,000",,,,,
12121,"$100,000 under $200,000",,,,,
12121,"$200,000 or more",,,,,
,,,,,,
12122,,,,,,
12122,"$1 under $25,000",,,,,
12122,"$25,000 under $50,000",,,,,
12122,"$50,000 under $75,000",,,,,
12122,"$75,000 under $100,000",,,,,
12122,"$100,000 under $200,000",,,,,
12122,"$200,000 or more",,,,,
,,,,,,
12123,,,,,,
12123,"$1 under $25,000",,,,,
12123,"$25,000 under $50,000",,,,,
12123,"$50,000 under $75,000",,,,,
12123,"$75,000 under $100,000",,,,,
12123,"$100,000 under $200,000",,,,,
12123,"$200,000 or more",,,,,
,,,,,,
12125,,,,,,
12125,"$1 under $25,000",,,,,
12125,"$25,000 under $50,000",,,,,
12125,"$50,000 under $75,000",,,,,
12125,"$75,000 under $100,000",,,,,
12125,"$100,000 under $200,000",,,,,
12125,"$200,000 or more",,,,,
,,,,,,
12130,,,,,,
12130,"$1 under $25,000",,,,,
12130,"$25,000 under $50,000",,,,,
12130,"$50,000 under $75,000",,,,,
12130,"$75,000 under $100,000",,,,,
12130,"$100,000 under $200,000",,,,,
12130,"$200,000 or more",,,,,
,,,,,,
12131,,,,,,
12131,"$1 under $25,000",,,,,
12131,"$25,000 under $50,000",,,,,
12131,"$50,000 under $75,000",,,,,
12131,"$75,000 under $100,000",,,,,
12131,"$100,000 under $200,000",,,,,
12131,"$200,000 or more",,,,,
,,,,,,
12134,,,,,,
12134,"$1 under $25,000",,,,,
12134,"$25,000 under $50,000",,,,,
12134,"$50,000 under $75,000",,,,,
12134,"$75,000 under $100,000",,,,,
12134,"$100,000 under $200,000",,,,,
12134,"$200,000 or more",,,,,
,,,,,,
12136,,,,,,
12136,"$1 under $25,000",,,,,
12136,"$25,000 under $50,000",,,,,
12136,"$50,000 under $75,000",,,,,
12136,"$75,000 under $100,000",,,,,
12136,"$100,000 under $200,000",,,,,
12136,"$200,000 or more",,,,,
,,,,,,
12137,,,,,,
12137,"$1 under $25,000",,,,,
12137,"$25,000 under $50,000",,,,,
12137,"$50,000 under $75,000",,,,,
12137,"$75,000 under $100,000",,,,,
12137,"$100,000 under $200,000",,,,,
12137,"$200,000 or more",,,,,
,,,,,,
12138,,,,,,
12138,"$1 under $25,000",,,,,
12138,"$25,000 under $50,000",,,,,
12138,"$50,000 under $75,000",,,,,
12138,"$75,000 under $100,000",,,,,
12138,"$100,000 under $200,000",,,,,
12138,"$200,000 or more",,,,,
,,,,,,
12139,,,,,,
12139,"$1 under $25,000",,,,,
12139,"$25,000 under $50,000",,,,,
12139,"$50,000 under $75,000",,,,,
12139,"$75,000 under $100,000",,,,,
12139,"$100,000 under $200,000",,,,,
12139,"$200,000 or more",,,,,
,,,,,,
12140,,,,,,
12140,"$1 under $25,000",,,,,
12140,"$25,000 under $50,000",,,,,
12140,"$50,000 under $75,000",,,,,
12140,"$75,000 under $100,000",,,,,
12140,"$100,000 under $200,000",,,,,
12140,"$200,000 or more",,,,,
,,,,,,
12143,,,,,,
12143,"$1 under $25,000",,,,,
12143,"$25,000 under $50,000",,,,,
12143,"$50,000 under $75,000",,,,,
12143,"$75,000 under $100,000",,,,,
12143,"$100,000 under $200,000",,,,,
12143,"$200,000 or more",,,,,
,,,,,,
12144,,,,,,
12144,"$1 under $25,000",,,,,
12144,"$25,000 under $50,000",,,,,
12144,"$50,000 under $75,000",,,,,
12144,"$75,000 under $100,000",,,,,
12144,"$100,000 under $200,000",,,,,
12144,"$200,000 or more",,,,,
,,,,,,
12147,,,,,,
12147,"$1 under $25,000",,,,,
12147,"$25,000 under $50,000",,,,,
12147,"$50,000 under $75,000",,,,,
12147,"$75,000 under $100,000",,,,,
12147,"$100,000 under $200,000",,,,,
12147,"$200,000 or more",,,,,
,,,,,,
12148,,,,,,
12148,"$1 under $25,000",,,,,
12148,"$25,000 under $50,000",,,,,
12148,"$50,000 under $75,000",,,,,
12148,"$75,000 under $100,000",,,,,
12148,"$100,000 under $200,000",,,,,
12148,"$200,000 or more",,,,,
,,,,,,
12149,,,,,,
12149,"$1 under $25,000",,,,,
12149,"$25,000 under $50,000",,,,,
12149,"$50,000 under $75,000",,,,,
12149,"$75,000 under $100,000",,,,,
12149,"$100,000 under $200,000",,,,,
12149,"$200,000 or more",,,,,
,,,,,,
12150,,,,,,
12150,"$1 under $25,000",,,,,
12150,"$25,000 under $50,000",,,,,
12150,"$50,000 under $75,000",,,,,
12150,"$75,000 under $100,000",,,,,
12150,"$100,000 under $200,000",,,,,
12150,"$200,000 or more",,,,,
,,,,,,
12151,,,,,,
12151,"$1 under $25,000",,,,,
12151,"$25,000 under $50,000",,,,,
12151,"$50,000 under $75,000",,,,,
12151,"$75,000 under $100,000",,,,,
12151,"$100,000 under $200,000",,,,,
12151,"$200,000 or more",,,,,
,,,,,,
12153,,,,,,
12153,"$1 under $25,000",,,,,
12153,"$25,000 under $50,000",,,,,
12153,"$50,000 under $75,000",,,,,
12153,"$75,000 under $100,000",,,,,
12153,"$100,000 under $200,000",,,,,
12153,"$200,000 or more",,,,,
,,,,,,
12154,,,,,,
12154,"$1 under $25,000",,,,,
12154,"$25,000 under $50,000",,,,,
12154,"$50,000 under $75,000",,,,,
12154,"$75,000 under $100,000",,,,,
12154,"$100,000 under $200,000",,,,,
12154,"$200,000 or more",,,,,
,,,,,,
12155,,,,,,
12155,"$1 under $25,000",,,,,
12155,"$25,000 under $50,000",,,,,
12155,"$50,000 under $75,000",,,,,
12155,"$75,000 under $100,000",,,,,
12155,"$100,000 under $200,000",,,,,
12155,"$200,000 or more",,,,,
,,,,,,
12156,,,,,,
12156,"$1 under $25,000",,,,,
12156,"$25,000 under $50,000",,,,,
12156,"$50,000 under $75,000",,,,,
12156,"$75,000 under $100,000",,,,,
12156,"$100,000 under $200,000",,,,,
12156,"$200,000 or more",,,,,
,,,,,,
12157,,,,,,
12157,"$1 under $25,000",,,,,
12157,"$25,000 under $50,000",,,,,
12157,"$50,000 under $75,000",,,,,
12157,"$75,000 under $100,000",,,,,
12157,"$100,000 under $200,000",,,,,
12157,"$200,000 or more",,,,,
,,,,,,
12158,,,,,,
12158,"$1 under $25,000",,,,,
12158,"$25,000 under $50,000",,,,,
12158,"$50,000 under $75,000",,,,,
12158,"$75,000 under $100,000",,,,,
12158,"$100,000 under $200,000",,,,,
12158,"$200,000 or more",,,,,
,,,,,,
12159,,,,,,
12159,"$1 under $25,000",,,,,
12159,"$25,000 under $50,000",,,,,
12159,"$50,000 under $75,000",,,,,
12159,"$75,000 under $100,000",,,,,
12159,"$100,000 under $200,000",,,,,
12159,"$200,000 or more",,,,,
,,,,,,
12160,,,,,,
12160,"$1 under $25,000",,,,,
12160,"$25,000 under $50,000",,,,,
12160,"$50,000 under $75,000",,,,,
12160,"$75,000 under $100,000",,,,,
12160,"$100,000 under $200,000",,,,,
12160,"$200,000 or more",,,,,
,,,,,,
12164,,,,,,
12164,"$1 under $25,000",,,,,
12164,"$25,000 under $50,000",,,,,
12164,"$50,000 under $75,000",,,,,
12164,"$75,000 under $100,000",,,,,
12164,"$100,000 under $200,000",,,,,
12164,"$200,000 or more",,,,,
,,,,,,
12165,,,,,,
12165,"$1 under $25,000",,,,,
12165,"$25,000 under $50,000",,,,,
12165,"$50,000 under $75,000",,,,,
12165,"$75,000 under $100,000",,,,,
12165,"$100,000 under $200,000",,,,,
12165,"$200,000 or more",,,,,
,,,,,,
12166,,,,,,
12166,"$1 under $25,000",,,,,
12166,"$25,000 under $50,000",,,,,
12166,"$50,000 under $75,000",,,,,
12166,"$75,000 under $100,000",,,,,
12166,"$100,000 under $200,000",,,,,
12166,"$200,000 or more",,,,,
,,,,,,
12167,,,,,,
12167,"$1 under $25,000",,,,,
12167,"$25,000 under $50,000",,,,,
12167,"$50,000 under $75,000",,,,,
12167,"$75,000 under $100,000",,,,,
12167,"$100,000 under $200,000",,,,,
12167,"$200,000 or more",,,,,
,,,,,,
12168,,,,,,
12168,"$1 under $25,000",,,,,
12168,"$25,000 under $50,000",,,,,
12168,"$50,000 under $75,000",,,,,
12168,"$75,000 under $100,000",,,,,
12168,"$100,000 under $200,000",,,,,
12168,"$200,000 or more",,,,,
,,,,,,
12169,,,,,,
12169,"$1 under $25,000",,,,,
12169,"$25,000 under $50,000",,,,,
12169,"$50,000 under $75,000",,,,,
12169,"$75,000 under $100,000",,,,,
12169,"$100,000 under $200,000",,,,,
12169,"$200,000 or more",,,,,
,,,,,,
12170,,,,,,
12170,"$1 under $25,000",,,,,
12170,"$25,000 under $50,000",,,,,
12170,"$50,000 under $75,000",,,,,
12170,"$75,000 under $100,000",,,,,
12170,"$100,000 under $200,000",,,,,
12170,"$200,000 or more",,,,,
,,,,,,
12173,,,,,,
12173,"$1 under $25,000",,,,,
12173,"$25,000 under $50,000",,,,,
12173,"$50,000 under $75,000",,,,,
12173,"$75,000 under $100,000",,,,,
12173,"$100,000 under $200,000",,,,,
12173,"$200,000 or more",,,,,
,,,,,,
12175,,,,,,
12175,"$1 under $25,000",,,,,
12175,"$25,000 under $50,000",,,,,
12175,"$50,000 under $75,000",,,,,
12175,"$75,000 under $100,000",,,,,
12175,"$100,000 under $200,000",,,,,
12175,"$200,000 or more",,,,,
,,,,,,
12176,,,,,,
12176,"$1 under $25,000",,,,,
12176,"$25,000 under $50,000",,,,,
12176,"$50,000 under $75,000",,,,,
12176,"$75,000 under $100,000",,,,,
12176,"$100,000 under $200,000",,,,,
12176,"$200,000 or more",,,,,
,,,,,,
12180,,,,,,
12180,"$1 under $25,000",,,,,
12180,"$25,000 under $50,000",,,,,
12180,"$50,000 under $75,000",,,,,
12180,"$75,000 under $100,000",,,,,
12180,"$100,000 under $200,000",,,,,
12180,"$200,000 or more",,,,,
,,,,,,
12182,,,,,,
12182,"$1 under $25,000",,,,,
12182,"$25,000 under $50,000",,,,,
12182,"$50,000 under $75,000",,,,,
12182,"$75,000 under $100,000",,,,,
12182,"$100,000 under $200,000",,,,,
12182,"$200,000 or more",,,,,
,,,,,,
12183,,,,,,
12183,"$1 under $25,000",,,,,
12183,"$25,000 under $50,000",,,,,
12183,"$50,000 under $75,000",,,,,
12183,"$75,000 under $100,000",,,,,
12183,"$100,000 under $200,000",,,,,
12183,"$200,000 or more",,,,,
,,,,,,
12184,,,,,,
12184,"$1 under $25,000",,,,,
12184,"$25,000 under $50,000",,,,,
12184,"$50,000 under $75,000",,,,,
12184,"$75,000 under $100,000",,,,,
12184,"$100,000 under $200,000",,,,,
12184,"$200,000 or more",,,,,
,,,,,,
12185,,,,,,
12185,"$1 under $25,000",,,,,
12185,"$25,000 under $50,000",,,,,
12185,"$50,000 under $75,000",,,,,
12185,"$75,000 under $100,000",,,,,
12185,"$100,000 under $200,000",,,,,
12185,"$200,000 or more",,,,,
,,,,,,
12186,,,,,,
12186,"$1 under $25,000",,,,,
12186,"$25,000 under $50,000",,,,,
12186,"$50,000 under $75,000",,,,,
12186,"$75,000 under $100,000",,,,,
12186,"$100,000 under $200,000",,,,,
12186,"$200,000 or more",,,,,
,,,,,,
12187,,,,,,
12187,"$1 under $25,000",,,,,
12187,"$25,000 under $50,000",,,,,
12187,"$50,000 under $75,000",,,,,
12187,"$75,000 under $100,000",,,,,
12187,"$100,000 under $200,000",,,,,
12187,"$200,000 or more",,,,,
,,,,,,
12188,,,,,,
12188,"$1 under $25,000",,,,,
12188,"$25,000 under $50,000",,,,,
12188,"$50,000 under $75,000",,,,,
12188,"$75,000 under $100,000",,,,,
12188,"$100,000 under $200,000",,,,,
12188,"$200,000 or more",,,,,
,,,,,,
12189,,,,,,
12189,"$1 under $25,000",,,,,
12189,"$25,000 under $50,000",,,,,
12189,"$50,000 under $75,000",,,,,
12189,"$75,000 under $100,000",,,,,
12189,"$100,000 under $200,000",,,,,
12189,"$200,000 or more",,,,,
,,,,,,
12190,,,,,,
12190,"$1 under $25,000",,,,,
12190,"$25,000 under $50,000",,,,,
12190,"$50,000 under $75,000",,,,,
12190,"$75,000 under $100,000",,,,,
12190,"$100,000 under $200,000",,,,,
12190,"$200,000 or more",,,,,
,,,,,,
12192,,,,,,
12192,"$1 under $25,000",,,,,
12192,"$25,000 under $50,000",,,,,
12192,"$50,000 under $75,000",,,,,
12192,"$75,000 under $100,000",,,,,
12192,"$100,000 under $200,000",,,,,
12192,"$200,000 or more",,,,,
,,,,,,
12193,,,,,,
12193,"$1 under $25,000",,,,,
12193,"$25,000 under $50,000",,,,,
12193,"$50,000 under $75,000",,,,,
12193,"$75,000 under $100,000",,,,,
12193,"$100,000 under $200,000",,,,,
12193,"$200,000 or more",,,,,
,,,,,,
12194,,,,,,
12194,"$1 under $25,000",,,,,
12194,"$25,000 under $50,000",,,,,
12194,"$50,000 under $75,000",,,,,
12194,"$75,000 under $100,000",,,,,
12194,"$100,000 under $200,000",,,,,
12194,"$200,000 or more",,,,,
,,,,,,
12196,,,,,,
12196,"$1 under $25,000",,,,,
12196,"$25,000 under $50,000",,,,,
12196,"$50,000 under $75,000",,,,,
12196,"$75,000 under $100,000",,,,,
12196,"$100,000 under $200,000",,,,,
12196,"$200,000 or more",,,,,
,,,,,,
12197,,,,,,
12197,"$1 under $25,000",,,,,
12197,"$25,000 under $50,000",,,,,
12197,"$50,000 under $75,000",,,,,
12197,"$75,000 under $100,000",,,,,
12197,"$100,000 under $200,000",,,,,
12197,"$200,000 or more",,,,,
,,,,,,
12198,,,,,,
12198,"$1 under $25,000",,,,,
12198,"$25,000 under $50,000",,,,,
12198,"$50,000 under $75,000",,,,,
12198,"$75,000 under $100,000",,,,,
12198,"$100,000 under $200,000",,,,,
12198,"$200,000 or more",,,,,
,,,,,,
12202,,,,,,
12202,"$1 under $25,000",,,,,
12202,"$25,000 under $50,000",,,,,
12202,"$50,000 under $75,000",,,,,
12202,"$75,000 under $100,000",,,,,
12202,"$100,000 under $200,000",,,,,
12202,"$200,000 or more",,,,,
,,,,,,
12203,,,,,,
12203,"$1 under $25,000",,,,,
12203,"$25,000 under $50,000",,,,,
12203,"$50,000 under $75,000",,,,,
12203,"$75,000 under $100,000",,,,,
12203,"$100,000 under $200,000",,,,,
12203,"$200,000 or more",,,,,
,,,,,,
12204,,,,,,
12204,"$1 under $25,000",,,,,
12204,"$25,000 under $50,000",,,,,
12204,"$50,000 under $75,000",,,,,
12204,"$75,000 under $100,000",,,,,
12204,"$100,000 under $200,000",,,,,
12204,"$200,000 or more",,,,,
,,,,,,
12205,,,,,,
12205,"$1 under $25,000",,,,,
12205,"$25,000 under $50,000",,,,,
12205,"$50,000 under $75,000",,,,,
12205,"$75,000 under $100,000",,,,,
12205,"$100,000 under $200,000",,,,,
12205,"$200,000 or more",,,,,
,,,,,,
12206,,,,,,
12206,"$1 under $25,000",,,,,
12206,"$25,000 under $50,000",,,,,
12206,"$50,000 under $75,000",,,,,
12206,"$75,000 under $100,000",,,,,
