Address,Price,City,State,Lat,Long,Google Address,Google Street Number,Google Route,Google Neighorhood,Google Political,Google Adminstrative Level 2,Google Adminstrative Level 1,Country,Postal Code,,
226 Fordham Place 29 Island Pt,"$988,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
226 Fordham Place 32 Island Pt,"$968,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
226 Fordham Place 47 Island Pt,"$798,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
2264 Beaumont Ave,"$499,000 ",Bronx,NY,40.851275,-73.885617,"2264 Beaumont Ave, Bronx, NY 10457, USA",2264,Beaumont Avenue,West Bronx,Bronx,Bronx County,New York,United States,10457,1806,
227 E 204th St,"$799,000 ",Bronx,NY,40.874645,-73.885049,"227 E 204th St, Bronx, NY 10458, USA",227,East 204th Street,West Bronx,Bronx,Bronx County,New York,United States,10458,1301,
2275 Cruger Ave #1A,"$130,000 ",Bronx,NY,40.858942,-73.866771,"2255 Cruger Ave, Bronx, NY 10467, USA",2255,Cruger Avenue,East Bronx,Bronx,Bronx County,New York,United States,10467,,
228 W 256th St,"$650,000 ",Bronx,NY,40.902869,-73.897855,"228 W 256th St, Bronx, NY 10471, USA",228,West 256th Street,West Bronx,Bronx,Bronx County,New York,United States,10471,2623,
2287 Johnson Ave #11-A,"$629,000 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2287 Johnson Ave #15G,"$1,249,000 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2287 Johnson Ave #15JJ,"$765,000 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2287 Johnson Ave #3-B,"$579,000 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2287 Johnson Ave #8-D,"$339,000 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2287 Johnson Ave #9B,"$339,500 ",Bronx,NY,40.87796,-73.918895,"2287 Johnson Ave, Bronx, NY 10463, USA",2287,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2295 Loring Pl N,"$650,000 ",Bronx,NY,40.861616,-73.908722,"2295 Loring Pl N, Bronx, NY 10468, USA",2295,Loring Place North,West Bronx,Bronx,Bronx County,New York,United States,10468,5800,
23 Island Point,"$968,000 ",Bronx,NY,40.838381,-73.783205,"35 City Island Ave, Bronx, NY 10464, USA",35,City Island Avenue,City Island,Bronx,Bronx County,New York,United States,10464,,
23 Thieriot Ave #16,"$399,000 ",Bronx,NY,40.825248,-73.862935,"998 Thieriot Ave, Bronx, NY 10473, USA",998,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10473,,
230 E 236th St,"$539,000 ",Bronx,NY,40.897821,-73.869482,"230 E 236th St, Bronx, NY 10470, USA",230,East 236th Street,East Bronx,Bronx,Bronx County,New York,United States,10470,2114,
2302 Esplanade Ave,"$799,000 ",Bronx,NY,40.859895,-73.85428,"2302 Esplanade, Bronx, NY 10469, USA",2302,Esplanade,East Bronx,Bronx,Bronx County,New York,United States,10469,5408,
2303 Crotona Ave,"$545,000 ",Bronx,NY,40.852243,-73.884746,"2303 Crotona Ave, Bronx, NY 10458, USA",2303,Crotona Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,8501,
2303 Crotona Ave #2,"$545,000 ",Bronx,NY,40.852243,-73.884746,"2303 Crotona Ave, Bronx, NY 10458, USA",2303,Crotona Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,8501,
2305 Bathgate Ave,"$539,000 ",Bronx,NY,40.855015,-73.891661,"2305 Bathgate Ave, Bronx, NY 10458, USA",2305,Bathgate Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,7865,
2305 Beaumont Ave,"$299,999 ",Bronx,NY,40.852334,-73.885637,"2305 Beaumont Ave, Bronx, NY 10458, USA",2305,Beaumont Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,8401,
2308 Washington Ave,"$399,000 ",Bronx,NY,40.855666,-73.892515,"2308 Washington Ave, Bronx, NY 10458, USA",2308,Washington Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,7753,
2309 Cambreleng Ave,"$539,000 ",Bronx,NY,40.852795,-73.886331,"2309 Cambreleng Ave, Bronx, NY 10458, USA",2309,Cambreleng Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,8304,
2310 Creston Ave,"$6,000,000 ",Bronx,NY,40.858105,-73.900453,"2310 Creston Ave, Bronx, NY 10468, USA",2310,Creston Avenue,West Bronx,Bronx,Bronx County,New York,United States,10468,,
232 Blair Ave,"$658,500 ",Bronx,NY,40.819839,-73.807262,"232 Blair Ave, Bronx, NY 10465, USA",232,Blair Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3749,
2320 Lodovick Ave,"$775,000 ",Bronx,NY,40.859643,-73.836944,"2320 Lodovick Ave, Bronx, NY 10469, USA",2320,Lodovick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6330,
2322 Boller Ave,"$799,000 ",Bronx,NY,40.861868,-73.825457,"2324 Boller Ave, Bronx, NY 10475, USA",2324,Boller Avenue,East Bronx,Bronx,Bronx County,New York,United States,10475,5504,
2325 Bouck Ave,"$1,750,000 ",Bronx,NY,40.860575,-73.850502,"2325 Bouck Ave, Bronx, NY 10469, USA",2325,Bouck Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5753,
233 Hollywood Ave,"$510,000 ",Bronx,NY,40.817431,-73.814667,"233 Hollywood Ave, Bronx, NY 10465, USA",233,Hollywood Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3344,
2333 Lodovick Ave,"$949,000 ",Bronx,NY,40.860181,-73.837404,"2333 Lodovick Ave, Bronx, NY 10469, USA",2333,Lodovick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6329,
2335 Hermany Ave,"$495,000 ",Bronx,NY,40.825518,-73.845005,"2335 Hermany Ave, Bronx, NY 10473, USA",2335,Hermany Avenue,East Bronx,Bronx,Bronx County,New York,United States,10473,1113,
2341 Hoffman St,"$2,500,000 ",Bronx,NY,40.855099,-73.88939,"2341 Hoffman St, Bronx, NY 10458, USA",2341,Hoffman Street,West Bronx,Bronx,Bronx County,New York,United States,10458,,
235 Ditmars St,"$1,300,000 ",Bronx,NY,40.85062,-73.784515,"235 Ditmars St, Bronx, NY 10464, USA",235,Ditmars Street,City Island,Bronx,Bronx County,New York,United States,10464,,
2350 Waterbury Ave,"$550,000 ",Bronx,NY,40.834615,-73.846504,"2348 Waterbury Ave, Bronx, NY 10462, USA",2348,Waterbury Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,5017,
2363 Gleason Ave,"$469,000 ",Bronx,NY,40.832816,-73.845613,"2363 Gleason Ave, Bronx, NY 10462, USA",2363,Gleason Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,5303,
237 Balcom Ave,"$779,000 ",Bronx,NY,40.81501,-73.822589,"237 Balcom Ave, Bronx, NY 10465, USA",237,Balcom Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3159,
239 Buttrick Ave,"$429,000 ",Bronx,NY,40.814469,-73.824337,"239 Buttrick Ave, Bronx, NY 10465, USA",239,Buttrick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3108,
239 Buttrick Ave #1,"$419,000 ",Bronx,NY,40.814469,-73.824337,"239 Buttrick Ave, Bronx, NY 10465, USA",239,Buttrick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3108,
239 Buttrick Ave #1F,"$419,000 ",Bronx,NY,40.814469,-73.824337,"239 Buttrick Ave, Bronx, NY 10465, USA",239,Buttrick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3108,
239 Hosmer Ave #1-2,"$689,000 ",Bronx,NY,40.813645,-73.826816,"237 Hosmer Ave, Bronx, NY 10465, USA",237,Hosmer Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3134,
2390 Palisade Ave #3A,"$369,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2390 Palisade Ave #4A,"$375,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2390 Palisade Ave #4G5G,"$445,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2390 Palisade Ave #4J,"$250,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2390 Palisade Ave #5K,"$170,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2390 Palisade Ave #6A,"$359,000 ",Bronx,NY,40.879739,-73.920381,"2390 Palisade Ave, Bronx, NY 10463, USA",2390,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
240 Betts Ave,"$129,000 ",Bronx,NY,40.811349,-73.850208,"240 Betts Ave, Bronx, NY 10473, USA",240,Betts Avenue,East Bronx,Bronx,Bronx County,New York,United States,10473,,
240 E Tremont Ave,"$950,000 ",Bronx,NY,40.848632,-73.904438,"240 E Tremont Ave, Bronx, NY 10457, USA",240,East Tremont Avenue,West Bronx,Bronx,Bronx County,New York,United States,10457,5326,
2400 Johnson Ave #2F,"$235,000 ",Bronx,NY,40.876484,-73.918735,"2400 Johnson Ave, Bronx, NY 10463, USA",2400,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2400 Johnson Ave #8A,"$289,900 ",Bronx,NY,40.876484,-73.918735,"2400 Johnson Ave, Bronx, NY 10463, USA",2400,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2405 Kingsland Ave,"$539,000 ",Bronx,NY,40.861029,-73.839249,"2405 Kingsland Ave, Bronx, NY 10469, USA",2405,Kingsland Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6201,
2408 Woodhull Ave,"$825,000 ",Bronx,NY,40.861273,-73.841571,"2408 Woodhull Ave, Bronx, NY 10469, USA",2408,Woodhull Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6210,
241 Buttrick Ave,"$629,000 ",Bronx,NY,40.814535,-73.824375,"241 Buttrick Ave, Bronx, NY 10465, USA",241,Buttrick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3108,
241 W 254th St,"$689,000 ",Bronx,NY,40.901809,-73.899031,"241 W 254th St, Bronx, NY 10471, USA",241,West 254th Street,North Riverdale,Bronx,Bronx County,New York,United States,10471,2624,
2410 Lyvere St,"$649,000 ",Bronx,NY,40.841228,-73.852532,"2410 Lyvere St, Bronx, NY 10461, USA",2410,Lyvere Street,East Bronx,Bronx,Bronx County,New York,United States,10461,2912,
2410 Lyvere St #2,"$649,000 ",Bronx,NY,40.841228,-73.852532,"2410 Lyvere St, Bronx, NY 10461, USA",2410,Lyvere Street,East Bronx,Bronx,Bronx County,New York,United States,10461,2912,
2410 Lyvere St #2FAM,"$649,000 ",Bronx,NY,40.841228,-73.852532,"2410 Lyvere St, Bronx, NY 10461, USA",2410,Lyvere Street,East Bronx,Bronx,Bronx County,New York,United States,10461,2912,
2411 Bouck Ave,"$640,000 ",Bronx,NY,40.861496,-73.850486,"2411 Bouck Ave, Bronx, NY 10469, USA",2411,Bouck Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5709,
2411 Kingsland Ave,"$559,000 ",Bronx,NY,40.861268,-73.839265,"2411 Kingsland Ave, Bronx, NY 10469, USA",2411,Kingsland Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6201,
2414 Yates Ave,"$869,000 ",Bronx,NY,40.861608,-73.854607,"2414 Yates Ave, Bronx, NY 10469, USA",2414,Yates Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5422,
2416 Bouck Ave,"$1,100,000 ",Bronx,NY,40.861571,-73.850187,"2414-2418 Bouck Ave, Bronx, NY 10469, USA",2414-2418,Bouck Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5710,
2416 Butler Pl,"$499,000 ",Bronx,NY,40.836495,-73.845242,"2416 Butler Pl, Bronx, NY 10461, USA",2416,Butler Place,East Bronx,Bronx,Bronx County,New York,United States,10461,3621,
2418 Glebe Ave,"$349,000 ",Bronx,NY,40.838834,-73.848461,"2418 Glebe Ave, Bronx, NY 10461, USA",2418,Glebe Avenue,East Bronx,Bronx,Bronx County,New York,United States,10461,3108,
2419 Southern Blvd,"$535,000 ",Bronx,NY,40.854094,-73.881821,"2419 Southern Blvd, Bronx, NY 10458, USA",2419,Southern Boulevard,West Bronx,Bronx,Bronx County,New York,United States,10458,,
2420 Morris Ave #3A,"$106,000 ",Bronx,NY,40.860839,-73.899958,"2420 Morris Ave, Bronx, NY 10468, USA",2420,Morris Avenue,West Bronx,Bronx,Bronx County,New York,United States,10468,,
2420 Morris Ave #5C,"$130,000 ",Bronx,NY,40.860839,-73.899958,"2420 Morris Ave, Bronx, NY 10468, USA",2420,Morris Avenue,West Bronx,Bronx,Bronx County,New York,United States,10468,,
2423 Bruner Ave,"$524,900 ",Bronx,NY,40.861046,-73.833621,"Bronx, NY 10469, USA",10469,East Bronx,Bronx,Bronx County,New York,United States,,,,
2424 Hering Ave,"$489,000 ",Bronx,NY,40.861906,-73.853649,"2424 Hering Ave, Bronx, NY 10469, USA",2424,Hering Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5426,
2428 Cambreleng Ave,"$330,000 ",Bronx,NY,40.855097,-73.8846,"2428 Cambreleng Ave, Bronx, NY 10458, USA",2428,Cambreleng Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,6206,
2429 Esplanade Ave,"$875,000 ",Bronx,NY,40.862131,-73.853187,"2429 Esplanade, Bronx, NY 10469, USA",2429,Esplanade,East Bronx,Bronx,Bronx County,New York,United States,10469,5423,
2429 Esplanade Ave #2,"$875,000 ",Bronx,NY,40.862131,-73.853187,"2429 Esplanade, Bronx, NY 10469, USA",2429,Esplanade,East Bronx,Bronx,Bronx County,New York,United States,10469,5423,
243 Buttrick Ave,"$549,000 ",Bronx,NY,40.814632,-73.824373,"243 Buttrick Ave, Bronx, NY 10465, USA",243,Buttrick Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3108,
243 E 202nd St,"$525,000 ",Bronx,NY,40.873072,-73.885015,"243 E 202nd St, Bronx, NY 10458, USA",243,East 202nd Street,West Bronx,Bronx,Bronx County,New York,United States,10458,1680,
243 W 254th St,"$779,000 ",Bronx,NY,40.901818,-73.89912,"243 W 254th St, Bronx, NY 10471, USA",243,West 254th Street,North Riverdale,Bronx,Bronx County,New York,United States,10471,2624,
2434 Barnes Ave,"$529,000 ",Bronx,NY,40.862222,-73.863608,"2434A Barnes Ave, Bronx, NY 10467, USA",2434A,Barnes Avenue,East Bronx,Bronx,Bronx County,New York,United States,10467,9204,
2434B Barnes Ave,"$525,000 ",Bronx,NY,40.862275,-73.863363,"2434B Barnes Ave, Bronx, NY 10467, USA",2434B,Barnes Avenue,East Bronx,Bronx,Bronx County,New York,United States,10467,9204,
2439 Throop Ave,"$639,000 ",Bronx,NY,40.862194,-73.851394,"2439 Throop Ave, Bronx, NY 10469, USA",2439,Throop Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5713,
2441 2443 Young Ave,"$379,000 ",Bronx,NY,40.862232,-73.848497,"2441 Young Ave, Bronx, NY 10469, USA",2441,Young Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5725,
2445 Westervelt Ave,"$535,000 ",Bronx,NY,40.862216,-73.840168,"2445 Westervelt Ave, Bronx, NY 10469, USA",2445,Westervelt Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6207,
2448 Bronx Park E,"$599,000 ",Bronx,NY,40.862748,-73.870109,"2448 Bronx Park E, Bronx, NY 10467, USA",2448,Bronx Park East,Bronx,Bronx County,New York,United States,10467,7523,,
2458 Webster Ave,"$499,000 ",Bronx,NY,40.859934,-73.892915,"2460 Webster Ave, Bronx, NY 10458, USA",2460,Webster Avenue,West Bronx,Bronx,Bronx County,New York,United States,10458,5541,
246 City Island Ave,"$595,000 ",Bronx,NY,40.845486,-73.785504,"246 City Island Ave, Bronx, NY 10464, USA",246,City Island Avenue,City Island,Bronx,Bronx County,New York,United States,10464,1528,
2460 Williamsbridge Rd,"$799,000 ",Bronx,NY,40.862322,-73.857463,"2458 Williamsbridge Rd, Bronx, NY 10469, USA",2458,Williamsbridge Road,East Bronx,Bronx,Bronx County,New York,United States,10469,4806,
2465 Palisade Ave #3C,"$559,000 ",Bronx,NY,40.879676,-73.921698,"2465 Palisade Ave, Bronx, NY 10463, USA",2465,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2465 Palisade Ave #3J,"$429,000 ",Bronx,NY,40.879676,-73.921698,"2465 Palisade Ave, Bronx, NY 10463, USA",2465,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2465 Palisade Ave #4G,"$295,000 ",Bronx,NY,40.879676,-73.921698,"2465 Palisade Ave, Bronx, NY 10463, USA",2465,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
247 E 175th St,"$649,000 ",Bronx,NY,40.846914,-73.905829,"247 E 175th St, Bronx, NY 10457, USA",247,East 175th Street,West Bronx,Bronx,Bronx County,New York,United States,10457,5847,
248 Calhoun Ave,"$495,000 ",Bronx,NY,40.816772,-73.817861,"248 Calhoun Ave, Bronx, NY 10465, USA",248,Calhoun Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3318,
248 Davis Ave,"$545,000 ",Bronx,NY,40.81467,-73.824907,"248 Davis Ave, Bronx, NY 10465, USA",248,Davis Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3113,
25 E 211 St #13,"$499,000 ",Bronx,NY,40.881535,-73.87475,"266 E 211th St, Bronx, NY 10467, USA",266,East 211th Street,West Bronx,Bronx,Bronx County,New York,United States,10467,,
25 E Tremont Ave #1,"$1,099,000 ",Bronx,NY,40.851408,-73.908533,"23e E Tremont Ave, Bronx, NY 10453, USA",23e,East Tremont Avenue,West Bronx,Bronx,Bronx County,New York,United States,10453,,
250 Balcom Ave,"$389,000 ",Bronx,NY,40.815493,-73.822129,"252 Balcom Ave, Bronx, NY 10465, USA",252,Balcom Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3103,
2500 Johnson Ave #11T,"$349,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #14A,"$165,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #15A,"$139,900 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #15H,"$730,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #19E,"$180,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #1E,"$250,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #1G,"$510,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #21E,"$299,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #3-DE,"$869,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #4L,"$525,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #4R,"$349,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2500 Johnson Ave #6A,"$135,000 ",Bronx,NY,40.876892,-73.91773,"2500 Johnson Ave, Bronx, NY 10463, USA",2500,Johnson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2506 Davidson Ave #3B,"$99,000 ",Bronx,NY,40.86435,-73.900736,"2506 Davidson Ave, Bronx, NY 10468, USA",2506,Davidson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10468,,
251 Brinsmade Ave,"$449,000 ",Bronx,NY,40.815896,-73.820883,"251 Brinsmade Ave, Bronx, NY 10465, USA",251,Brinsmade Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,3201,
2511 Matthews Ave,"$499,000 ",Bronx,NY,40.863527,-73.862935,"2511 Matthews Ave, Bronx, NY 10467, USA",2511,Matthews Avenue,East Bronx,Bronx,Bronx County,New York,United States,10467,9106,
2517 Boston Rd,"$389,000 ",Bronx,NY,40.863847,-73.865054,"2517 Boston Rd, Bronx, NY 10467, USA",2517,Boston Road,East Bronx,Bronx,Bronx County,New York,United States,10467,9001,
2519 Woodhull Ave,"$615,000 ",Bronx,NY,40.863354,-73.842012,"2519 Woodhull Ave, Bronx, NY 10469, USA",2519,Woodhull Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6101,
2521 Palisade Ave #3A,"$995,000 ",Bronx,NY,40.881401,-73.922312,"2521 Palisade Ave, Bronx, NY 10463, USA",2521,Palisade Avenue,West Bronx,Bronx,Bronx County,New York,United States,10463,,
2522 Tiemann Ave,"$549,000 ",Bronx,NY,40.863495,-73.837675,"2522 Tiemann Ave, Bronx, NY 10469, USA",2522,Tiemann Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,6112,
