"","CD","CT2010","CB2010","SchoolDist","ZipCode","Address","BldgClass","UnitsRes","YearBuilt","NumFloors"
"42413",303,1237,1002,14,11205,"57 TAAFFE PLACE","R1",6,2002,3.5
"42414",303,1237,1002,14,11205,"59 TAAFFE PLACE","R1",6,2001,3.5
"42415",303,1237,1002,14,11205,"45 TAAFFE PLACE","R1",6,2002,3.5
"42416",303,1237,1002,14,11205,"796 KENT AVENUE","R1",6,2002,3.5
"42417",303,1237,1002,14,11205,"786 KENT AVENUE","R1",5,2004,5
"42418",303,1237,1002,14,11205,"788 KENT AVENUE","R6",3,2006,4
"42435",303,1237,1000,14,11205,"773 KENT AVENUE","R2",12,2009,5.25
"42446",303,1237,2001,14,11205,"54 SKILLMAN STREET","D7",9,2006,4
"42447",303,1237,2001,14,11205,"483 PARK AVENUE","D7",9,2005,6
"42448",303,1237,2001,14,11205,"481 PARK AVENUE","D7",9,2005,6
"42456",303,1237,2001,14,11205,"53 FRANKLIN AVENUE","R4",20,1932,5
"42457",303,1237,2001,14,11205,"42 SKILLMAN STREET","R4",20,2004,5
"42458",303,1237,2001,14,11205,"38 SKILLMAN STREET","R4",20,2003,5
"42459",303,1237,2001,14,11205,"50 SKILLMAN STREET","R1",9,2010,6
"42460",303,1237,2001,14,11205,"52 SKILLMAN STREET","R1",6,2013,6
"42461",303,1237,2001,14,11205,"477 PARK AVENUE","R6",2,0,4
"42478",303,1237,2000,14,11205,"800 BEDFORD AVENUE","R1",10,2002,5
"42479",303,1237,2000,14,11205,"790 BEDFORD AVENUE","R1",5,2007,6
"42480",303,1237,2000,14,11205,"810 BEDFORD AVENUE","RM",8,2009,6
"42481",303,1237,2000,14,11205,"804 BEDFORD AVENUE","RM",10,2007,5
"42482",303,1237,2000,14,11205,"491 PARK AVENUE","R1",5,1905,5
"42483",303,1237,2000,14,11205,"35 SKILLMAN STREET","R4",48,2013,6
"42552",302,187,1006,13,11205,"118 CLINTON AVENUE","R1",8,1890,4
"42553",302,187,1006,13,11205,"95 VANDERBILT AVENUE","R2",24,1991,4
"42601",302,191,3008,13,11205,"129 CLINTON AVENUE","R6",3,1899,3
"42602",302,191,3008,13,11205,"108 WAVERLY AVENUE","R1",5,1905,3
"42676",302,191,3007,13,11205,"107 WAVERLY AVENUE","R2",16,2013,4
"42732",302,191,3006,14,11205,"163 WASHINGTON AVENUE","RM",49,2009,16
"42837",302,191,2005,14,11205,"74 GRAND AVENUE","D1",62,2007,5
"42843",302,191,2005,14,11205,"509 MYRTLE AVENUE","D7",10,1948,6
"42849",302,191,2005,14,11205,"81 RYERSON STREET","R6",2,1901,4
"42850",302,191,1011,14,11205,"105 GRAND AVENUE","D1",36,2005,6
"42851",302,191,1011,14,11205,"97 GRAND STREET","D1",62,2007,7
"42875",302,191,1011,14,11205,"100 STEUBEN STREET","D3",39,0,0
"42879",302,191,1011,14,11205,"531 MYRTLE AVENUE","D6",27,0,0
"42881",302,191,1011,14,11205,"525 MYRTLE AVENUE","D6",22,0,0
"42882",302,191,1011,14,11205,"525 MYRTLE AVENUE","D6",22,0,0
"42885",302,191,1011,14,11205,"72 STEUBEN STREET","R4",10,2007,4
"42887",302,191,1011,14,11205,"91 GRAND AVENUE","R4",30,1932,6
"42912",302,191,1008,14,11205,"549 MYRTLE AVENUE","D6",30,2012,7
"42916",302,191,1008,14,11205,"111 STEUBEN STREET","RM",35,2006,6
"42970",303,191,1003,14,11205,"195 CLASSON AVENUE","R1",10,2008,6
"42971",303,191,1003,14,11205,"143 CLASSON AVENUE","RM",17,2005,5
"42972",303,191,1003,14,11205,"159 CLASSON AVENUE","RM",20,2005,5
"43005",303,1237,1003,14,11205,"99 TAAFFE PLACE","R1",3,2004,4
"43006",303,1237,1003,14,11205,"101 TAAFFE PLACE","R1",3,2004,4
"43007",303,1237,1003,14,11205,"103 TAAFFE PLACE","R1",3,2004,4
"43008",303,1237,1003,14,11205,"135 TAAFFE PLACE","R1",3,2004,4
"43009",303,1237,1003,14,11205,"137 TAAFFE PLACE","R1",3,2005,4
"43010",303,1237,1003,14,11205,"838 KENT AVENUE","R1",3,2004,4
"43011",303,1237,1003,14,11205,"836 KENT AVENUE","R1",3,2006,4
"43012",303,1237,1003,14,11205,"609 MYRTLE AVENUE","RM",18,2005,6
"43065",303,1237,1004,14,11205,"86 FRANKLIN AVENUE","R4",7,2006,5
"43066",303,1237,1004,14,11205,"102 FRANKLIN AVENUE","R1",5,2008,3
"43067",303,1237,1004,14,11205,"108 FRANKLIN AVENUE","R1",7,2012,4
"43068",303,1237,1004,14,11205,"639 MYRTLE AVENUE","R1",6,2012,6
"43099",303,1237,2002,14,11205,"72 SKILLMAN STREET","D1",48,2002,6
"43112",303,1237,2002,14,11205,"128 SKILLMAN STREET","R4",12,2002,6
"43113",303,1237,2002,14,11205,"102 SKILLMAN STREET","R1",4,2003,5
"43114",303,1237,2002,14,11205,"94 SKILLMAN STREET","R4",12,2002,7
"43115",303,1237,2002,14,11205,"88 SKILLMAN STREET","R1",5,2006,4
"43116",303,1237,2002,14,11205,"100 SKILLMAN STREET","R4",12,2002,7
"43117",303,1237,2002,14,11205,"112 SKILLMAN STREET","R1",4,2013,5
"43118",303,1237,2002,14,11205,"118 SKILLMAN STREET","R1",6,2003,7
"43119",303,1237,2002,14,11205,"92 SKILLMAN STREET","R1",4,2002,4
"43120",303,1237,2002,14,11205,"116 SKILLMAN STREET","RM",12,2012,6
"43121",303,1237,2003,14,11205,"99 SKILLMAN STREET","D1",19,2009,7
"43124",303,1237,2003,14,11205,"85 SKILLMAN STREET","D1",35,2014,7
"43145",303,1237,2003,14,11205,"673 MYRTLE AVENUE","D6",49,0,0
"43148",303,1237,2003,14,11205,"675 MYRTLE AVENUE","R1",10,2002,5
"43149",303,1237,2003,14,11205,"876 BEDFORD AVENUE","R2",12,2004,6
"43150",303,1237,2003,14,11205,"103 SKILLMAN STREET","R4",12,2005,7
"43151",303,1237,2003,14,11205,"872 BEDFORD AVENUE","R1",4,2003,5
"43152",303,1237,2003,14,11205,"858 BEDFORD AVENUE","R4",10,2004,6
"43153",303,1237,2003,14,11205,"840 BEDFORD AVENUE","R1",9,2006,5
"43154",303,1237,2003,14,11205,"860 BEDFORD AVENUE","R1",3,2005,4
"43155",303,1237,2003,14,11205,"111 SKILLMAN STREET","R4",12,2003,6
"43156",303,1237,2003,14,11205,"79 SKILLMAN STREET","R4",10,2006,6
"43157",303,1237,2003,14,11205,"107 SKILLMAN STREET","R4",12,2004,6
"43158",303,1237,2003,14,11205,"115 SKILLMAN STREET","R1",4,2008,5
"43159",303,1237,2003,14,11205,"832 BEDFORD AVENUE","R1",10,1920,5
"43160",303,1237,2003,14,11205,"75 SKILLMAN STREET","R4",12,2009,6
"43161",303,1237,2003,14,11205,"828 BEDFORD AVENUE","RM",1,2007,5
"43162",302,195,4000,13,11205,"210 CLINTON AVENUE","D4",104,1945,13
"43170",302,195,4000,13,11205,"175 VANDERBILT AVENUE","D7",9,2010,7
"43182",302,195,3000,13,11205,"185 CLINTON AVENUE","D4",520,1944,14
"43183",302,195,3000,13,11205,"165 CLINTON AVENUE","D4",61,1954,7
"43230",302,195,2000,13,11205,"446 MYRTLE AVENUE","RM",14,1900,4
"43283",302,193,4000,13,11205,"185 HALL STREET","D4",287,1958,16
"43284",302,193,4000,13,11205,"504 MYRTLE AVENUE","D6",92,0,0
"43285",302,193,4000,13,11205,"195 WILLOUGHBY AVENUE","D4",287,1958,16
"43287",302,193,4000,13,11205,"215 WILLOUGHBY AVENUE","D3",187,1957,16
"43289",302,193,4000,13,11205,"490 MYRTLE AVENUE","RM",93,2013,7
"43309",302,193,1001,14,11205,"580 MYRTLE AVENUE","RM",5,1937,6
"43311",303,193,1000,14,11205,"588 MYRTLE AVENUE","D1",17,2014,5
"43321",303,235,2003,14,11205,"918 KENT AVENUE","D1",47,1928,3
"43338",303,235,2003,14,11205,"904 KENT AVENUE","D1",7,2007,4
"43343",303,235,2003,14,11205,"163 TAAFFE PLACE","R1",4,1959,4
"43361",303,235,2002,14,11205,"168 FRANKLIN AVENUE","D1",118,2014,5
"43369",303,235,2002,14,11205,"188 FRANKLIN AVENUE","R1",3,2009,4
"43370",303,235,2002,14,11205,"186 FRANKLIN AVENUE","RM",4,2009,4
"43400",303,235,2001,14,11205,"171 FRANKLIN AVENUE","R1",8,2002,8
"43401",303,235,2001,14,11205,"169 FRANKLIN AVENUE","R1",8,2002,8
"43402",303,235,2001,14,11205,"173 FRANKLIN AVENUE","R1",8,2002,8
"43403",303,235,2001,14,11205,"165 FRANKLIN AVENUE","R1",8,2003,8
"43404",303,235,2001,14,11205,"167 FRANKLIN AVENUE","R1",8,2003,8
"43405",303,235,2001,14,11205,"163 FRANKLIN AVENUE","R1",8,2003,8
"43406",303,235,2001,14,11205,"664 MYRTLE AVENUE","RM",12,2003,6
"43407",303,235,2001,14,11205,"662 MYRTLE AVENUE","R1",5,2004,6
"43408",303,235,2001,14,11205,"152 SKILLMAN STREET","R1",8,2002,8
"43409",303,235,2001,14,11205,"150 SKILLMAN STREET","R1",8,2002,8
"43410",303,235,2001,14,11205,"154 SKILLMAN STREET","R1",8,2002,8
"43411",303,235,2001,14,11205,"189 FRANKLIN AVENUE","R4",16,2006,8
"43412",303,235,2001,14,11205,"175 FRANKLIN AVENUE","RM",4,2010,5
"43413",303,235,2001,14,11205,"164 SKILLMAN STREET","RM",10,2007,5
"43414",303,235,2001,14,11205,"130 SKILLMAN STREET","RM",4,2009,6
"43427",303,235,2000,14,11205,"902 BEDFORD AVENUE","D3",18,2005,9
"43428",303,235,2000,14,11205,"908 BEDFORD AVENUE","D3",18,2005,9
"43433",303,235,2000,14,11205,"904 BEDFORD AVENUE","D3",18,2005,9
"43434",303,235,2000,14,11205,"682 MYRTLE AVENUE","R1",3,2003,5
"43435",303,235,2000,14,11205,"163 SKILLMAN STREET","R2",14,2003,4
"43436",303,235,2000,14,11205,"890 BEDFORD AVENUE","RM",4,2006,6
"43437",303,235,2000,14,11205,"173 SKILLMAN STREET","R2",12,2010,4
"43438",303,235,2000,14,11205,"898 BEDFORD AVENUE","RM",15,2008,6
"43440",303,235,2000,14,11205,"892 BEDFORD AVENUE","RM",8,2010,6
"43441",303,235,2000,14,11205,"141 SKILLMAN STREET","R1",4,2011,4
"43442",303,235,2000,14,11205,"145 SKILLMAN STREET","R1",4,2012,4
"43467",302,195,3001,13,11205,"275 CLINTON AVENUE","D4",32,1905,5
"43516",302,195,2001,13,11205,"266 WASHINGTON AVENUE","D3",114,1928,6
"43528",302,195,2001,13,11205,"232 WASHINGTON AVENUE","R1",5,0,4
"43529",302,195,2001,13,11205,"302 WASHINGTON AVENUE","R1",5,2006,4
"43532",302,195,1001,13,11205,"295 WASHINGTON AVENUE","D1",72,1926,6
"43535",302,195,1001,13,11205,"277 WASHINGTON AVENUE","D4",66,1905,6
"43538",302,195,1001,13,11205,"253 WASHINGTON AVENUE","D1",29,1905,6
"43564",302,195,1001,13,11205,"305 WASHINGTON AVENUE","RM",9,1880,3
"43565",302,195,1001,13,11205,"283 WASHINGTON AVENUE","R1",5,0,4
"43566",302,195,1001,13,11205,"275 WASHINGTON AVENUE","R1",4,1905,3
"43571",302,193,3003,13,11205,"249 RYERSON STREET","D3",45,1905,6
"43588",303,193,1002,14,11205,"275 CLASSON AVENUE","D1",15,1919,5
"43597",303,193,1002,14,11205,"263 CLASSON AVENUE","R4",94,1920,5
"43598",303,235,1003,14,11205,"227 TAAFFE PLACE","D6",83,1935,7
"43599",303,235,1003,14,11205,"213 TAAFFE PLACE","D1",90,1935,5
"43615",303,235,1003,14,11205,"950 KENT AVENUE","D7",27,2005,4
"43621",303,235,1003,14,11205,"970 KENT AVENUE","R4",103,1930,9
"43632",303,235,1002,13,11205,"244 FRANKLIN AVENUE","D1",12,2014,6
"43644",303,235,1002,13,11205,"240 FRANKLIN AVENUE","R1",8,2004,5
"43645",303,235,1002,13,11205,"963 KENT AVENUE","R3",36,2003,3
"43646",303,235,1002,13,11205,"234 FRANKLIN AVENUE","R1",8,2007,4
"43697",303,235,1001,13,11205,"222 SKILLMAN STREET","R4",67,2003,9
"43698",303,235,1001,13,11205,"239 FRANKLIN AVENUE","R1",8,2010,4
"43699",303,235,1001,13,11205,"198 SKILLMAN STREET","R1",8,2012,4
"43707",303,235,1000,13,11205,"215 SKILLMAN STREET","D1",8,2015,4
"43750",303,235,1000,13,11205,"239 SKILLMAN STREET","R2",15,2010,4
"43751",303,235,1000,13,11205,"956 BEDFORD AVENUE","RM",9,2009,6
"43752",303,235,1000,13,11205,"197 SKILLMAN STREET","R1",8,2012,4
"43753",303,235,1000,13,11205,"203 SKILLMAN STREET","RM",23,2012,5
"43794",302,197,4001,13,11205,"308 CLINTON AVENUE","R1",4,1905,4
"43795",302,197,4001,13,11238,"217 LAFAYETTE AVENUE","R1",4,1905,4
"43796",302,197,4001,13,11205,"338 CLINTON AVENUE","R1",5,1915,4
"43797",302,197,4000,13,11205,"325 CLINTON AVENUE","D4",112,1946,14
"43801",302,197,4000,13,11205,"295 CLINTON AVENUE","D3",76,1928,6
"43815",302,197,4000,13,11205,"315 CLINTON AVENUE","R1",9,1910,4
"43816",302,197,4000,13,11205,"313 CLINTON AVENUE","R1",4,2002,4
"43830",302,197,1001,13,11205,"320 WASHINGTON AVENUE","R4",25,1900,5
"43831",302,197,1001,13,11205,"292 DEKALB AVENUE","RM",4,1905,4
"43866",302,193,2000,13,11205,"21 ST JAMES PLACE","D4",327,1963,24
"43867",302,193,2000,13,11238,"309 LAFAYETTE AVENUE","D4",326,1963,24
"43868",302,193,2000,13,11205,"372 DEKALB AVENUE","D4",78,1930,5
"43869",302,193,2000,13,11238,"333 LAFAYETTE AVENUE","D4",327,1963,24
"43873",303,233,2000,13,11205,"345 CLASSON AVENUE","D3",882,1965,20
"43900",303,233,3001,13,11205,"282 SKILLMAN STREET","D1",5,2007,5
"43911",303,233,3001,13,11205,"260 SKILLMAN STREET","R4",32,2006,8
"43959",302,197,3002,13,11238,"360 CLINTON AVENUE","D4",96,1928,6
"43971",302,197,3001,13,11238,"345 CLINTON AVENUE","D4",424,1946,14
"44012",302,197,3000,13,11238,"404 WASHINGTON AVENUE","R1",9,1900,4
"44014",302,197,2001,13,11238,"379 WASHINGTON AVENUE","D5",86,1905,7
"44048",302,197,2001,13,11238,"171 GREENE AVENUE","R6",3,1990,3.5
"44116",302,231,1000,13,11238,"91 CLIFTON PLACE","D5",22,1920,6
"44117",302,231,1000,13,11238,"83 CLIFTON PLACE","D1",40,1939,6
"44130",302,231,1000,13,11238,"65 CLIFTON PLACE","R1",10,2008,5
"44153",303,233,1000,13,11238,"426 LAFAYETTE AVENUE","D1",24,2009,7
"44194",303,233,1000,13,11238,"367 CLASSON AVENUE","R4",19,2006,5
"44226",303,233,3002,13,11205,"1056 BEDFORD AVENUE","D7",7,2007,6
"44237",303,233,3002,13,11205,"452 LAFAYETTE AVENUE","RM",8,2009,5
"44298",302,231,1001,13,11238,"110 CLIFTON PLACE","D0",34,1922,3
"44315",302,231,1001,13,11238,"233 GREENE AVENUE","R2",12,1905,4
"44316",302,231,1001,13,11238,"106 CLIFTON PLACE","R1",4,2003,5
"44317",302,231,1001,13,11238,"104 CLIFTON PLACE","R1",4,2003,5
"44318",302,231,1001,13,11238,"102 CLIFTON PLACE","R1",4,2003,5
"44319",302,231,1001,13,11238,"98 CLIFTON PLACE","R1",4,2003,5
"44366",303,233,1001,13,11238,"315 GREENE AVENUE","R2",48,2010,4
"44367",303,233,1001,13,11238,"136 CLIFTON PLACE","R2",32,2010,4
"44368",303,233,1001,13,11238,"339 GREENE AVENUE","RM",57,2006,12
"44410",303,233,3003,13,11216,"397 GREENE AVENUE","RM",4,2009,5
"44411",303,233,3003,13,11216,"361 GREENE AVENUE","R6",2,2010,4
"44445",302,179,3001,13,11238,"50 GREENE AVENUE","D7",39,1932,7
"44459",302,179,3001,13,11238,"415 CARLTON AVENUE","R2",31,1988,3
"44499",302,179,3000,13,11238,"387 ADELPHI STREET","R2",39,1988,3
"44500",302,179,3000,13,11238,"405 ADELPHI STREET","R1",4,1931,4
"44558",302,199,4001,13,11238,"5 GATES AVENUE","R2",28,1988,3
"44559",302,199,4001,13,11238,"415 CLERMONT AVENUE","R1",4,1931,3
"44565",302,199,4000,13,11238,"449 VANDERBILT AVENUE","D1",24,1930,6
"44567",302,199,4000,13,11238,"419 VANDERBILT AVENUE","D3",49,1930,6
"44576",302,199,4000,13,11238,"400 CLINTON AVENUE","D1",35,1932,6
"44582",302,199,4000,13,11238,"464 CLINTON AVENUE","D1",63,1930,6
"44583",302,199,4000,13,11238,"430 CLINTON AVENUE","R4",47,1930,6
"44584",302,199,4000,13,11238,"467 VANDERBILT AVENUE","RM",8,2006,5
"44588",302,199,1001,13,11238,"451 CLINTON AVENUE","D4",31,1930,6
"44592",302,199,1001,13,11238,"429 CLINTON AVENUE","D4",16,1930,6
"44601",302,199,1001,13,11238,"389 CLINTON AVENUE","D1",41,1930,7
"44602",302,199,1001,13,11238,"387 CLINTON AVENUE","D4",19,1910,4
"44624",302,199,1001,13,11238,"443 CLINTON AVENUE","R1",7,1931,3
"44625",302,199,1001,13,11238,"434 WAVERLY AVENUE","R6",3,2001,3
"44626",302,199,1001,13,11238,"430 WAVERLY AVENUE","R6",3,2007,3
"44653",302,199,1000,13,11238,"466 WASHINGTON AVENUE","R1",3,1931,3
"44654",302,199,1000,13,11238,"470 WASHINGTON AVENUE","RM",5,1930,3
"44677",302,201,4001,13,11238,"415 WASHINGTON AVENUE","D1",24,1930,6
"44724",302,201,4001,13,11238,"114 ST JAMES PLACE","R6",2,1901,3
"44796",302,201,4000,13,11238,"109 ST JAMES PLACE","R1",2,1931,3
"44797",302,201,4000,13,11238,"127 ST JAMES PLACE","R6",3,1890,3
